WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
3311,33,11,JUNE,6,"20,21"
3311,33,11,JULY,7,31
3311,33,11,AUGUST,8,1
3311,33,11,SEPTEMBER,9,"10,11"
3311,33,11,OCTOBER,10,"19,22"
3312,33,12,APRIL,4,"4,5"
3312,33,12,MAY,5,"14,15"
3312,33,12,JUNE,6,"22,25"
3312,33,12,AUGUST,8,"2,3"
3312,33,12,SEPTEMBER,9,"12,13"
3312,33,12,OCTOBER,10,"23,24"
3313,33,13,APRIL,4,"6,9"
3313,33,13,MAY,5,"16,17"
3313,33,13,JUNE,6,"26,27"
3313,33,13,AUGUST,8,"6,7"
3313,33,13,SEPTEMBER,9,"14,17"
3313,33,13,OCTOBER,10,"25,26"
3314,33,14,APRIL,4,"10,11"
3314,33,14,MAY,5,"18,21"
3314,33,14,JUNE,6,"28,29"
3314,33,14,AUGUST,8,"8,9"
3314,33,14,SEPTEMBER,9,"18,19"
3314,33,14,OCTOBER,10,"29,30"
3401,34,1,APRIL,4,"2,3"
3401,34,1,JUNE,6,"12,13"
3401,34,1,AUGUST,8,"22,23"
3401,34,1,NOVEMBER,11,"1,2"
3402,34,2,APRIL,4,"4,5"
3402,34,2,JUNE,6,"14,15"
3402,34,2,AUGUST,8,"24,27"
3402,34,2,NOVEMBER,11,"5,6"
3403,34,3,APRIL,4,"6,9"
3403,34,3,JUNE,6,"18,19"
3403,34,3,AUGUST,8,"28,29"
3403,34,3,NOVEMBER,11,"7,8"
3404,34,4,APRIL,4,"10,11"
3404,34,4,JUNE,6,"20,21"
3404,34,4,AUGUST,8,"30,31"
3404,34,4,NOVEMBER,11,"9,12"
3405,34,5,APRIL,4,"12,13"
3405,34,5,JUNE,6,"22,25"
3405,34,5,SEPTEMBER,9,"4,5"
3405,34,5,NOVEMBER,11,"13,14"
3406,34,6,APRIL,4,"16,17"
3406,34,6,JUNE,6,"26,27"
3406,34,6,SEPTEMBER,9,"6,7"
3406,34,6,NOVEMBER,11,"15,16"
3407,34,7,APRIL,4,"18,19"
3407,34,7,JUNE,6,"28,29"
3407,34,7,SEPTEMBER,9,"10,11"
3408,34,8,APRIL,4,"20,23"
3408,34,8,JULY,7,"2,3"
3408,34,8,SEPTEMBER,9,"12,13"
3409,34,9,APRIL,4,"24,25"
3409,34,9,JULY,7,"5,6"
3409,34,9,SEPTEMBER,9,"14,17"
3410,34,10,APRIL,4,"26,27"
3410,34,10,JULY,7,"9,10"
3410,34,10,SEPTEMBER,9,"18,19"
3411,34,11,APRIL,4,30
3411,34,11,MAY,5,1
3411,34,11,JULY,7,"11,12"
3411,34,11,SEPTEMBER,9,"20,21"
3412,34,12,MAY,5,"2,3"
3412,34,12,JULY,7,"13,16"
3412,34,12,SEPTEMBER,9,"24,25"
3413,34,13,MAY,5,"4,7"
3413,34,13,JULY,7,"17,18"
3413,34,13,SEPTEMBER,9,"26,27"
3414,34,14,MAY,5,"8,9"
3414,34,14,JULY,7,"19,20"
3414,34,14,SEPTEMBER,9,28
3414,34,14,OCTOBER,10,1
3415,34,15,MAY,5,"10,11"
3415,34,15,JULY,7,"23,24"
3415,34,15,OCTOBER,10,"2,3"
3416,34,16,MAY,5,"14,15"
3416,34,16,AUGUST,8,"25,26"
3416,34,16,OCTOBER,10,"4,5"
3417,34,17,MAY,5,"16,17"
3417,34,17,JULY,7,"27,30"
3417,34,17,OCTOBER,10,"9,10"
3418,34,18,MAY,5,"18,21"
3418,34,18,JULY,7,31
3418,34,18,AUGUST,8,1
3418,34,18,OCTOBER,10,"11,12"
3419,34,19,MAY,5,"22,23"
3419,34,19,AUGUST,8,"2,3"
3419,34,19,OCTOBER,10,"15,16"
3420,34,20,MAY,5,"24,25"
3420,34,20,AUGUST,8,"6,7"
3420,34,20,OCTOBER,10,"17,18"
3421,34,21,MAY,5,"29,30"
3421,34,21,AUGUST,8,"8,9"
3421,34,21,OCTOBER,10,"19,22"
3422,34,22,MAY,5,31
3422,34,22,JUNE,6,1
3422,34,22,AUGUST,8,"10,13"
3422,34,22,OCTOBER,10,"23,24"
3423,34,23,JUNE,6,"4,5"
3423,34,23,AUGUST,8,"14,15"
3423,34,23,OCTOBER,10,"25,26"
3424,34,24,JUNE,6,"6,7"
3424,34,24,AUGUST,8,"16,17"
3424,34,24,OCTOBER,10,"29,30"
3425,34,25,JUNE,6,"8,11"
3425,34,25,AUGUST,8,"20,21"
3425,34,25,OCTOBER,10,31
3425,34,25,NOVEMBER,11,1
3501,35,1,APRIL,4,"2,3"
3501,35,1,MAY,5,"2,3"
3501,35,1,JUNE,6,"4,5"
3501,35,1,JULY,7,"5,6"
3501,35,1,AUGUST,8,"6,7"
3501,35,1,SEPTEMBER,9,"6,7"
3501,35,1,OCTOBER,10,"9,10"
3501,35,1,NOVEMBER,11,"8,9"
3502,35,2,APRIL,4,"4,5"
3502,35,2,MAY,5,"4,7"
3502,35,2,JUNE,6,"6,7"
3502,35,2,JULY,7,"9,10"
3502,35,2,AUGUST,8,"8,9"
3502,35,2,SEPTEMBER,9,"10,11"
3502,35,2,OCTOBER,10,"11,12"
3502,35,2,NOVEMBER,11,"12,13"
3503,35,3,APRIL,4,"6,9"
3503,35,3,MAY,5,"8,9"
3503,35,3,JUNE,6,"8,11"
3503,35,3,JULY,7,"11,12"
3503,35,3,AUGUST,8,"10,13"
3503,35,3,SEPTEMBER,9,"12,13"
3503,35,3,OCTOBER,10,"15,16"
3503,35,3,NOVEMBER,11,"14,15"
3504,35,4,APRIL,4,"10,11"
3504,35,4,MAY,5,"10,11"
3504,35,4,JUNE,6,"12,13"
3504,35,4,JULY,7,"13,16"
3504,35,4,AUGUST,8,"14,15"
3504,35,4,SEPTEMBER,9,"14,17"
3504,35,4,OCTOBER,10,"17,18"
3505,35,5,APRIL,4,"12,13"
3505,35,5,MAY,5,"14,15"
3505,35,5,JUNE,6,"14,15"
3505,35,5,JULY,7,"17,18"
3505,35,5,AUGUST,8,"16,17"
3505,35,5,SEPTEMBER,9,"18,19"
3505,35,5,OCTOBER,10,"19,22"
3506,35,6,APRIL,4,"16,17"
3506,35,6,MAY,5,"16,17"
3506,35,6,JUNE,6,"18,19"
3506,35,6,JULY,7,"19,20"
3506,35,6,AUGUST,8,"20,21"
3506,35,6,SEPTEMBER,9,"20,21"
3506,35,6,OCTOBER,10,"23,24"
3507,35,7,APRIL,4,"18,19"
3507,35,7,MAY,5,"18,21"
3507,35,7,JUNE,6,"20,21"
3507,35,7,JULY,7,"23,24"
3507,35,7,AUGUST,8,"22,23"
3507,35,7,SEPTEMBER,9,"24,25"
3507,35,7,OCTOBER,10,"25,26"
3508,35,8,APRIL,4,"20,23"
3508,35,8,MAY,5,"22,23"
3508,35,8,JUNE,6,"22,25"
3508,35,8,JULY,7,"25,26"
3508,35,8,AUGUST,8,"24,27"
3508,35,8,SEPTEMBER,9,"26,27"
3508,35,8,OCTOBER,10,"29,30"
3509,35,9,APRIL,4,"24,25"
3509,35,9,MAY,5,"24,25"
3509,35,9,JUNE,6,"26,27"
3509,35,9,JULY,7,"27,30"
3509,35,9,AUGUST,8,"28,29"
3509,35,9,SEPTEMBER,9,28
3509,35,9,OCTOBER,10,"1,31"
3509,35,9,NOVEMBER,11,1
3510,35,10,APRIL,4,"26,27"
3510,35,10,MAY,5,"29,30"
3510,35,10,JUNE,6,"28,29"
3510,35,10,JULY,7,31
3510,35,10,AUGUST,8,"1,30,31"
3510,35,10,OCTOBER,10,"2,3"
3510,35,10,NOVEMBER,11,"2,5"
3511,35,11,APRIL,4,30
3511,35,11,MAY,5,"1,31"
3511,35,11,JUNE,6,1
3511,35,11,JULY,7,"2,3"
3511,35,11,AUGUST,8,"2,3"
3511,35,11,SEPTEMBER,9,"4,5"
3511,35,11,OCTOBER,10,"4,5"
3511,35,11,NOVEMBER,11,"6,7"
3601,36,1,APRIL,4,"2,3"
3601,36,1,MAY,5,"10,11"
3601,36,1,JUNE,6,"20,21"
3601,36,1,JULY,7,31
3601,36,1,AUGUST,8,1
3601,36,1,SEPTEMBER,9,"10,11"
3601,36,1,OCTOBER,10,"19,22"
3602,36,2,APRIL,4,"4,5"
3602,36,2,MAY,5,"14,15"
3602,36,2,JUNE,6,"22,25"
3602,36,2,AUGUST,8,"2,3"
3602,36,2,SEPTEMBER,9,"12,13"
3602,36,2,OCTOBER,10,"23,24"
3603,36,3,APRIL,4,"6,9"
3603,36,3,MAY,5,"16,17"
3603,36,3,JUNE,6,"26,27"
3603,36,3,AUGUST,8,"6,7"
3603,36,3,SEPTEMBER,9,"14,17"
3603,36,3,OCTOBER,10,"25,26"
3604,36,4,APRIL,4,"10,11"
3604,36,4,MAY,5,"18,21"
3604,36,4,JUNE,6,"28,29"
3604,36,4,AUGUST,8,"8,9"
3604,36,4,SEPTEMBER,9,"18,19"
3604,36,4,OCTOBER,10,"29,30"
3605,36,5,APRIL,4,"12,13"
3605,36,5,MAY,5,"22,23"
3605,36,5,JULY,7,"2,3"
3605,36,5,AUGUST,8,"10,13"
3605,36,5,SEPTEMBER,9,"20,21"
3605,36,5,OCTOBER,10,31
3605,36,5,NOVEMBER,11,1
3606,36,6,APRIL,4,"16,17"
3606,36,6,MAY,5,"24,25"
3606,36,6,JULY,7,"5,6"
3606,36,6,AUGUST,8,"14,15"
3606,36,6,SEPTEMBER,9,"24,25"
3606,36,6,NOVEMBER,11,"2,5"
3607,36,7,APRIL,4,"18,19"
3607,36,7,MAY,5,"29,30"
3607,36,7,JULY,7,"9,10"
3607,36,7,AUGUST,8,"16,17"
3607,36,7,SEPTEMBER,9,"26,27"
3607,36,7,NOVEMBER,11,"6,7"
3608,36,8,APRIL,4,"20,23"
3608,36,8,MAY,5,31
3608,36,8,JUNE,6,1
3608,36,8,JULY,7,"11,12"
3608,36,8,AUGUST,8,"20,21"
3608,36,8,SEPTEMBER,9,28
3608,36,8,OCTOBER,10,1
3608,36,8,NOVEMBER,11,"8,9"
3609,36,9,APRIL,4,"24,25"
3609,36,9,JUNE,6,"4,5"
3609,36,9,JULY,7,"13,16"
3609,36,9,AUGUST,8,"22,23"
3609,36,9,OCTOBER,10,"2,3"
3609,36,9,NOVEMBER,11,"12,13"
3610,36,10,APRIL,4,"26,27"
3610,36,10,JUNE,6,"6,7"
3610,36,10,JULY,7,"17,18"
3610,36,10,AUGUST,8,"24,27"
3610,36,10,OCTOBER,10,"4,5"
3610,36,10,NOVEMBER,11,"14,15"
3611,36,11,APRIL,4,30
3611,36,11,MAY,5,1
3611,36,11,JUNE,6,"8,11"
3611,36,11,JULY,7,"19,20"
3611,36,11,AUGUST,8,"28,29"
3611,36,11,OCTOBER,10,"9,10"
3611,36,11,NOVEMBER,11,16
3612,36,12,MAY,5,"2,3"
3612,36,12,JUNE,6,"12,13"
3612,36,12,JULY,7,"23,24"
3612,36,12,AUGUST,8,"30,31"
3612,36,12,OCTOBER,10,"11,12"
3613,36,13,MAY,5,"4,7"
3613,36,13,JUNE,6,"14,15"
3613,36,13,JULY,7,"25,26"
3613,36,13,SEPTEMBER,9,"4,5"
3613,36,13,OCTOBER,10,"15,16"
3614,14,14,MAY,5,"8,9"
3614,14,14,JUNE,6,"18,19"
3614,14,14,JULY,7,"27,30"
3614,14,14,SEPTEMBER,9,"6,7"
3614,14,14,OCTOBER,10,"17,18"
3701,37,1,APRIL,4,"2,3"
3701,37,1,MAY,5,"10,11"
3701,37,1,JUNE,6,"20,21"
3701,37,1,JULY,7,31
3701,37,1,AUGUST,8,1
3701,37,1,SEPTEMBER,9,"10,11"
3701,37,1,OCTOBER,10,"19,22"
3702,37,2,APRIL,4,"4,5"
3702,37,2,MAY,5,"14,15"
3702,37,2,JUNE,6,"22,25"
3702,37,2,AUGUST,8,"2,3"
3702,37,2,SEPTEMBER,9,"12,13"
3702,37,2,OCTOBER,10,"23,24"
3703,37,3,APRIL,4,"8,9"
3703,37,3,MAY,5,"16,17"
3703,37,3,JUNE,6,"26,27"
3703,37,3,AUGUST,8,"6,7"
3703,37,3,SEPTEMBER,9,"14,17"
3703,37,3,OCTOBER,10,"25,26"
3704,37,4,APRIL,4,"10,11"
3704,37,4,MAY,5,"18,21"
3704,37,4,JUNE,6,"28,29"
3704,37,4,AUGUST,8,"8,9"
3704,37,4,SEPTEMBER,9,"18,19"
3704,37,4,OCTOBER,10,"29,30"
3705,37,5,APRIL,4,"12,13"
3705,37,5,MAY,5,"22,23"
3705,37,5,JULY,7,"2,3"
3705,37,5,AUGUST,8,"10,13"
3705,37,5,SEPTEMBER,9,"20,21"
3705,37,5,OCTOBER,10,31
3705,37,5,NOVEMBER,11,1
3706,37,6,APRIL,4,"16,17"
3706,37,6,MAY,5,"24,25"
3706,37,6,JULY,7,"5,6"
3706,37,6,AUGUST,8,"14,15"
3706,37,6,SEPTEMBER,9,"24,25"
3706,37,6,NOVEMBER,11,"2,5"
3707,37,7,APRIL,4,"18,19"
3707,37,7,MAY,5,"29,30"
3707,37,7,JULY,7,"9,10"
3707,37,7,AUGUST,8,"16,17"
3707,37,7,SEPTEMBER,9,"26,27"
3707,37,7,NOVEMBER,11,"6,7"
3708,37,8,APRIL,4,"20,23"
3708,37,8,MAY,5,31
3708,37,8,JUNE,6,1
3708,37,8,JULY,7,"11,12"
3708,37,8,AUGUST,8,"20,21"
3708,37,8,SEPTEMBER,9,28
3708,37,8,OCTOBER,10,1
3708,37,8,NOVEMBER,11,"8,9"
3709,37,9,APRIL,4,"24,25"
3709,37,9,JUNE,6,"4,5"
3709,37,9,JULY,7,"13,16"
3709,37,9,AUGUST,8,"22,23"
3709,37,9,OCTOBER,10,"2,3"
3709,37,9,NOVEMBER,11,"12,13"
3710,37,10,APRIL,4,30
3710,37,10,MAY,5,1
3710,37,10,JUNE,6,"8,11"
3710,37,10,JULY,7,"19,20"
3710,37,10,AUGUST,8,"28,29"
3710,37,10,OCTOBER,10,"4,5"
3710,37,10,NOVEMBER,11,"14,15"
3711,37,11,APRIL,4,30
3711,37,11,MAY,5,1
3711,37,11,JUNE,6,"8,11"
3711,37,11,JULY,7,"19,20"
3711,37,11,AUGUST,8,"28,29"
3711,37,11,OCTOBER,10,"9,10"
3711,37,11,NOVEMBER,11,16
3712,37,12,MAY,5,"2,3"
3712,37,12,JUNE,6,"12,13"
3712,37,12,JULY,7,"23,24"
3712,37,12,AUGUST,8,"30,31"
3712,37,12,OCTOBER,10,"11,12"
3713,37,13,MAY,5,"4,7"
3713,37,13,JUNE,6,"14,15"
3713,37,13,JULY,7,"25,26"
3713,37,13,SEPTEMBER,9,"4,5"
3713,37,13,OCTOBER,10,"15,16"
3714,37,14,MAY,5,"8,9"
3714,37,14,JUNE,6,"18,19"
3714,37,14,JULY,7,"27,30"
3714,37,14,SEPTEMBER,9,"6,7"
3714,37,14,OCTOBER,10,"17,18"
3801,38,1,APRIL,4,"2,3"
3801,38,1,MAY,5,"10,11"
3801,38,1,JUNE,6,"20,21"
3801,38,1,JULY,7,31
3801,38,1,AUGUST,8,1
3801,38,1,SEPTEMBER,9,"10,11"
3801,38,1,OCTOBER,10,"19,22"
3802,38,2,APRIL,4,"2,3"
3802,38,2,MAY,5,"10,11"
3802,38,2,JUNE,6,"20,21"
3802,38,2,JULY,7,31
3802,38,2,AUGUST,8,1
3802,38,2,SEPTEMBER,9,"10,11"
3802,38,2,OCTOBER,10,"19,22"
3803,38,3,APRIL,4,"4,5"
3803,38,3,MAY,5,"14,15"
3803,38,3,JUNE,6,"22,25"
3803,38,3,AUGUST,8,"2,3"
3803,38,3,SEPTEMBER,9,"12,13"
3803,38,3,OCTOBER,10,"23,24"
3804,38,4,APRIL,4,"4,5"
3804,38,4,MAY,5,"14,15"
3804,38,4,JUNE,6,"22,25"
3804,38,4,AUGUST,8,"2,3"
3804,38,4,SEPTEMBER,9,"12,13"
3804,38,4,OCTOBER,10,"23,24"
3805,38,5,APRIL,4,"6,9"
3805,38,5,MAY,5,"16,17"
3805,38,5,JUNE,6,"26,27"
3805,38,5,AUGUST,8,"6,7"
3805,38,5,SEPTEMBER,9,"14,17"
3805,38,5,OCTOBER,10,"25,26"
3806,38,6,APRIL,4,"6,9"
3806,38,6,MAY,5,"16,17"
3806,38,6,JUNE,6,"26,27"
3806,38,6,AUGUST,8,"6,7"
3806,38,6,SEPTEMBER,9,"14,17"
3806,38,6,OCTOBER,10,"25,26"
3807,38,7,APRIL,4,"10,11"
3807,38,7,MAY,5,"18,21"
3807,38,7,JUNE,6,"28,29"
3807,38,7,AUGUST,8,"8,9"
3807,38,7,SEPTEMBER,9,"18,19"
3807,38,7,OCTOBER,10,"29,30"
3808,38,8,APRIL,4,"10,11"
3808,38,8,MAY,5,"18,21"
3808,38,8,JUNE,6,"28,29"
3808,38,8,AUGUST,8,"8,9"
3808,38,8,SEPTEMBER,9,"18,19"
3808,38,8,OCTOBER,10,31
3808,38,8,NOVEMBER,11,1
3809,38,9,APRIL,4,"12,13"
3809,38,9,MAY,5,"22,23"
3809,38,9,JULY,7,"2,3"
3809,38,9,AUGUST,8,"10,13"
3809,38,9,SEPTEMBER,9,"20,21"
3809,38,9,NOVEMBER,11,"2,5"
3810,38,10,APRIL,4,"16,17"
3810,38,10,MAY,5,"24,25"
3810,38,10,JUNE,6,"5,6"
3810,38,10,AUGUST,8,"14,15"
3810,38,10,SEPTEMBER,9,"24,25"
3810,38,10,NOVEMBER,11,"6,7"
3811,38,11,APRIL,4,"16,17"
3811,38,11,MAY,5,"24,25"
3811,38,11,JULY,7,"5,6"
3811,38,11,AUGUST,8,"14,15"
3811,38,11,SEPTEMBER,9,"24,25"
3811,38,11,NOVEMBER,11,"8,9"
3812,38,12,APRIL,4,"18,19"
3812,38,12,MAY,5,"29,30"
3812,38,12,JULY,7,"9,10"
3812,38,12,AUGUST,8,"16,17"
3812,38,12,SEPTEMBER,9,"26,27"
3812,38,12,NOVEMBER,11,"12,13"
3813,38,13,APRIL,4,"18,19"
3813,38,13,MAY,5,"29,30"
3813,38,13,JULY,7,"9,10"
3813,38,13,AUGUST,8,"16,17"
3813,38,13,SEPTEMBER,9,"26,27"
3813,38,13,NOVEMBER,11,"14,15"
3814,38,14,APRIL,4,"20,23"
3814,38,14,MAY,5,31
3814,38,14,JUNE,6,1
3814,38,14,JULY,7,"11,12"
3814,38,14,AUGUST,8,"20,21"
3814,38,14,SEPTEMBER,9,28
3814,38,14,OCTOBER,10,1
3815,38,15,APRIL,4,"20,23"
3815,38,15,MAY,5,31
3815,38,15,JUNE,6,1
3815,38,15,JULY,7,"11,12"
3815,38,15,AUGUST,8,"20,21"
3815,38,15,SEPTEMBER,9,28
3815,38,15,OCTOBER,10,1
3816,38,16,APRIL,4,"24,25"
3816,38,16,JUNE,6,"4,5"
3816,38,16,JULY,7,"13,16"
3816,38,16,AUGUST,8,"22,23"
3816,38,16,OCTOBER,10,"2,3"
3817,38,17,APRIL,4,"24,25"
3817,38,17,JUNE,6,"4,5"
3817,38,17,JULY,7,"13,16"
3817,38,17,AUGUST,8,"22,23"
3817,38,17,OCTOBER,10,"2,3"
3818,38,18,APRIL,4,"26,27"
3818,38,18,JUNE,6,"6,7"
3818,38,18,JULY,7,"17,18"
3818,38,18,AUGUST,8,"24,27"
3818,38,18,OCTOBER,10,"4,5"
3819,38,19,APRIL,4,30
3819,38,19,MAY,5,1
3819,38,19,JUNE,6,"8,11"
3819,38,19,JULY,7,"19,20"
3819,38,19,AUGUST,8,"28,29"
3819,38,19,OCTOBER,10,"9,10"
3820,38,20,APRIL,4,30
3820,38,20,MAY,5,1
3820,38,20,JUNE,6,"8,11"
3820,38,20,JULY,7,"19,20"
3820,38,20,AUGUST,8,"28,29"
3820,38,20,OCTOBER,10,"9,10"
3821,38,21,MAY,5,"2,3"
3821,38,21,JUNE,6,"12,13"
3821,38,21,JULY,7,"23,24"
3821,38,21,AUGUST,8,"30,31"
3821,38,21,OCTOBER,10,"11,12"
3822,38,22,MAY,5,"2,3"
3822,38,22,JUNE,6,"12,13"
3822,38,22,JULY,7,"23,24"
3822,38,22,AUGUST,8,"30,31"
3822,38,22,OCTOBER,10,"11,12"
3823,38,23,MAY,5,"4,7"
3823,38,23,JUNE,6,"14,15"
3823,38,23,JULY,7,"25,26"
3823,38,23,SEPTEMBER,9,"4,5"
3823,38,23,OCTOBER,10,"15,16"
3824,38,24,MAY,5,"4,7"
3824,38,24,JUNE,6,"14,15"
3824,38,24,JULY,7,"25,26"
3824,38,24,SEPTEMBER,9,"4,5"
3824,38,24,OCTOBER,10,"15,16"
3825,38,25,MAY,5,"8,9"
3825,38,25,JUNE,6,"18,19"
3825,38,25,JULY,7,"27,30"
3825,38,25,SEPTEMBER,9,"6,7"
3825,38,25,OCTOBER,10,"17,18"
3901,39,1,APRIL,4,"2,3"
3901,39,1,MAY,5,"16,17"
3901,39,1,JULY,7,"2,3"
3901,39,1,AUGUST,8,"16,17"
3901,39,1,OCTOBER,10,"2,3."
3901,39,1,NOVEMBER,11,16
3902,39,2,APRIL,4,"4,5"
3902,39,2,MAY,5,"18,21"
3902,39,2,JULY,7,"5,6"
3902,39,2,AUGUST,8,"20,21"
3902,39,2,OCTOBER,10,"4,5"
3903,39,3,APRIL,4,"6,9"
3903,39,3,MAY,5,"22,23"
3903,39,3,JULY,7,"9,10"
3903,39,3,AUGUST,8,"22,23"
3903,39,3,OCTOBER,10,"9,10"
3904,39,4,APRIL,4,"10,11"
3904,39,4,MAY,5,"24,25"
3904,39,4,JULY,7,"11,12"
3904,39,4,AUGUST,8,"24,27"
3904,39,4,OCTOBER,10,"11,12"
3905,39,5,APRIL,4,"12,13"
3905,39,5,MAY,5,"29,30"
3905,39,5,JULY,7,"13,16"
3905,39,5,AUGUST,8,"28,29"
3905,39,5,OCTOBER,10,"15,16"
3906,39,6,APRIL,4,"16,17"
3906,39,6,MAY,5,31
3906,39,6,JUNE,6,1
3906,39,6,JULY,7,"17,18"
3906,39,6,SEPTEMBER,9,"30,31"
3906,39,6,OCTOBER,10,"17,18"
3907,39,7,APRIL,4,"18,19"
3907,39,7,JUNE,6,"4,5"
3907,39,7,JULY,7,"19,20"
3907,39,7,SEPTEMBER,9,"4,5"
3907,39,7,OCTOBER,10,"19,22"
3908,39,8,APRIL,4,"20,23"
3908,39,8,JUNE,6,"6,7"
3908,39,8,JULY,7,"23,24"
3908,39,8,SEPTEMBER,9,"6,7"
3908,39,8,OCTOBER,10,"23,24"
3909,39,9,APRIL,4,"24,25"
3909,39,9,JUNE,6,"8,11"
3909,39,9,JULY,7,"25,26"
3909,39,9,SEPTEMBER,9,"10,11"
3909,39,9,OCTOBER,10,"25,26"
3910,39,10,APRIL,4,"26,27"
3910,39,10,JUNE,6,"12,13"
3910,39,10,JULY,7,"27,30"
3910,39,10,SEPTEMBER,9,"12,13"
3910,39,10,OCTOBER,10,"29,30"
3911,39,11,APRIL,4,30
3911,39,11,MAY,5,1
3911,39,11,JUNE,6,"14,15"
3911,39,11,JULY,7,31
3911,39,11,SEPTEMBER,9,"14,17"
3911,39,11,OCTOBER,10,31
3911,39,11,NOVEMBER,11,1
3912,39,12,MAY,5,"2,3"
3912,39,12,JUNE,6,"18,19"
3912,39,12,AUGUST,8,"2,3"
3912,39,12,SEPTEMBER,9,"18,19"
3912,39,12,NOVEMBER,11,"2,5"
3913,39,13,MAY,5,"4,7"
3913,39,13,JUNE,6,"20,21"
3913,39,13,AUGUST,8,"6,7"
3913,39,13,SEPTEMBER,9,"20,21"
3913,39,13,NOVEMBER,11,"6,7"
3914,39,14,MAY,5,"8,9"
3914,39,14,JUNE,6,"22,25"
3914,39,14,AUGUST,8,"8,9"
3914,39,14,SEPTEMBER,9,"24,25"
3914,39,14,NOVEMBER,11,"8,9"
3915,39,15,MAY,5,"10,11"
3915,39,15,JUNE,6,"26,27"
3915,39,15,AUGUST,8,"10,13"
3915,39,15,SEPTEMBER,9,"26,27"
3915,39,15,NOVEMBER,11,"12,13"
3916,39,16,MAY,5,"14,15"
3916,39,16,JUNE,6,"28,29"
3916,39,16,AUGUST,8,"14,15"
3916,39,16,SEPTEMBER,9,28
3916,39,16,OCTOBER,10,1
3916,39,16,NOVEMBER,11,"14,15"
4001,40,1,APRIL,4,"2,3"
4001,40,1,MAY,5,"22,23"
4001,40,1,JULY,7,"13,16"
4001,40,1,SEPTEMBER,9,"4,5"
4001,40,1,OCTOBER,10,"25,26"
4002,40,2,APRIL,4,"4,5"
4002,40,2,MAY,5,"24,25"
4002,40,2,JULY,7,"17,18"
4002,40,2,SEPTEMBER,9,"6,7"
4002,40,2,OCTOBER,10,"29,30"
4003,40,3,APRIL,4,"6,9"
4003,40,3,MAY,5,"29,30"
4003,40,3,JULY,7,"19,20"
4003,40,3,SEPTEMBER,9,"10,11"
4003,40,3,OCTOBER,10,31
4003,40,3,NOVEMBER,11,1
4004,40,4,APRIL,4,"10,11"
4004,40,4,MAY,5,31
4004,40,4,JUNE,6,1
4004,40,4,JULY,7,"23,24"
4004,40,4,SEPTEMBER,9,"12,13"
4004,40,4,NOVEMBER,11,"2,5"
4005,40,5,APRIL,4,"12,13"
4005,40,5,JUNE,6,"4,5"
4005,40,5,JULY,7,"25,26"
4005,40,5,SEPTEMBER,9,"14,17"
4005,40,5,NOVEMBER,11,"6,7"
4006,40,6,APRIL,4,"16,17"
4006,40,6,JUNE,6,"6,7"
4006,40,6,JULY,7,"27,30"
4006,40,6,SEPTEMBER,9,"18,19"
4006,40,6,NOVEMBER,11,"8,9"
4007,40,7,APRIL,4,"18,19"
4007,40,7,JUNE,6,"8,11"
4007,40,7,JULY,7,31
4007,40,7,AUGUST,8,1
4007,40,7,SEPTEMBER,9,"20,21"
4007,40,7,NOVEMBER,11,"12,13"
4008,40,8,APRIL,4,"20,23"
4008,40,8,JUNE,6,"12,13"
4008,40,8,AUGUST,8,"2,3"
4008,40,8,SEPTEMBER,9,"24,25"
4008,40,8,NOVEMBER,11,"14,15"
4009,40,9,APRIL,4,"24,25"
4009,40,9,JUNE,6,"14,15"
4009,40,9,AUGUST,8,"6,17"
4009,40,9,SEPTEMBER,9,"26,27"
4009,40,9,NOVEMBER,11,"16,19"
4010,40,10,APRIL,4,"26,27"
4010,40,10,JUNE,6,"18,19"
4010,40,10,AUGUST,8,"8,9"
4010,40,10,SEPTEMBER,9,28
4010,40,10,OCTOBER,10,1
4011,40,11,APRIL,4,30
4011,40,11,MAY,5,1
4011,40,11,JUNE,6,"20,21"
4011,40,11,AUGUST,8,"10,13"
4011,40,11,OCTOBER,10,"2,3"
4012,40,12,MAY,5,"2,3"
4012,40,12,JUNE,6,"22,25"
4012,40,12,AUGUST,8,"14,15"
4012,40,12,OCTOBER,10,"4,5"
4013,40,13,MAY,5,"4,7"
4013,40,13,JUNE,6,"26,27"
4013,40,13,AUGUST,8,"16,17"
4013,40,13,OCTOBER,10,"9,10"
4014,40,14,MAY,5,"8,9"
4014,40,14,JUNE,6,"28,29"
4014,40,14,AUGUST,8,"20,21"
4014,40,14,OCTOBER,10,"11,12"
4015,40,15,MAY,5,"10,11"
4015,40,15,JULY,7,"2,3"
4015,40,15,AUGUST,8,"22,23"
4015,40,15,OCTOBER,10,"15,16"
4016,40,16,MAY,5,"14,15"
4016,40,16,JULY,7,"5,6"
4016,40,16,AUGUST,8,"24,27"
4016,40,16,OCTOBER,10,"17,18"
4017,40,17,MAY,5,"16,17"
4017,40,17,JULY,7,"9,10"
4017,40,17,AUGUST,8,"28,29"
4017,40,17,OCTOBER,10,"19,22"
4018,40,18,MAY,5,"18,21"
4018,40,18,JULY,7,"11,12"
4018,40,18,AUGUST,8,"30,31"
4018,40,18,SEPTEMBER,9,1
4018,40,18,OCTOBER,10,"23,24"
4101,41,1,MAY,5,"2,3"
